
26,0.1342978727284287,-0.0343518930803224,0.8215113016834831,1.295156632758414,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
28,-0.1708510795014951,0.23096491402068825,0.7913093273157812,-2.068716816861233,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
27,0.1365030568758464,0.2213019310480232,0.7961858902827548,1.261344804592835,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,FINAL
27,0.1365030568758464,0.2213019310480232,0.7961858902827548,1.261344804592835,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
25,-0.1703428502652775,-0.02904105643607317,0.8084183869368538,-2.7026806234699303,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
26,0.13972089751626737,-0.0343518930803224,0.8244718331174266,1.295156632758414,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
28,-0.16195007802031214,0.23019186226421903,0.7913093273157812,-2.793634209422187,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
27,0.14334215552761853,0.2213019310480232,0.7964655079798664,1.671132703507866,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,FINAL
27,0.14334215552761853,0.2213019310480232,0.7964655079798664,1.671132703507866,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15830840498633897,-0.02904105643607317,0.8084183869368538,-2.7026806234699303,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
26,0.15060574946189284,-0.0343518930803224,0.8215113016834831,1.2756763447272512,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
28,-0.15151478121267822,0.23019186226421903,0.7925629601882073,-1.3836527958557008,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
27,0.15502107919487876,0.2213019310480232,0.7964655079798664,1.671132703507866,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,FINAL
27,0.15502107919487876,0.2213019310480232,0.7964655079798664,1.671132703507866,"['Starting Time:', '15:34:13']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14967880010471252,-0.0303200875077255,0.8148644484496163,-2.204550481549962,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.1587612688548874,-0.03673694801758622,0.8244718331174266,1.295156632758414,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14307919292754498,0.2275088260661972,0.7940561817365188,-1.3836527958557008,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.1604922824407667,0.219972639761394,0.7991933508935395,2.1277928872649734,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.1604922824407667,0.219972639761394,0.7991933508935395,2.1277928872649734,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.1456816604137854,-0.030537267438259737,0.8148644484496163,-1.4117520841246483,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16014564900793937,-0.03719710661265097,0.8244718331174266,1.2756763447272512,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14029505845308904,0.22695364229598503,0.7946326107727583,-1.3836527958557008,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.1622980577055357,0.21649106961059533,0.8018940237203899,2.1277928872649734,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.1622980577055357,0.21649106961059533,0.8018940237203899,2.1277928872649734,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14195375519070166,-0.034390659786364214,0.816466727806308,-0.6280564475064643,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16678350405825929,-0.04109548567621173,0.8244718331174266,-0.2871996575163462,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.1378452009137448,0.22669683728885776,0.7973477680672977,-1.3836527958557008,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.17020293046634413,0.2160461542623803,0.8004175597773212,1.019769487993956,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.17020293046634413,0.2160461542623803,0.8004175597773212,1.019769487993956,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14195375519070166,-0.040632043658074844,0.8198688716614956,-2.204550481549962,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16678350405825929,-0.047186081428105695,0.8267707386432712,1.2756763447272512,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.13744531843574906,0.21850871463226904,0.7983608535120265,-1.3836527958557008,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.17048263858478582,0.20902606776325466,0.8018940237203899,1.019769487993956,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.17048263858478582,0.20902606776325466,0.8018940237203899,1.019769487993956,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14195375519070166,-0.04077911940601123,0.8222760101418752,-2.204550481549962,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16678350405825929,-0.04803956478724203,0.829947506467515,-0.2871996575163462,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.13744531843574906,0.21683501714723294,0.8014677285437085,-0.8237104229218817,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.17048263858478582,0.20857746260780105,0.8019917111213203,0.7751596291654681,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.17048263858478582,0.20857746260780105,0.8019917111213203,0.7751596291654681,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.1421873397278943,-0.042146046883092,0.8222760101418752,-0.6280564475064643,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16664755729717565,-0.049143243893027606,0.829947506467515,-0.744732167197631,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.13744531843574906,0.21580862320836441,0.8002978808657578,-1.630624706063352,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.17048263858478582,0.2071640088041717,0.8018940237203899,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.17048263858478582,0.2071640088041717,0.8018940237203899,0.7574040105379283,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14729090680553664,-0.04355218186904682,0.8243413803798657,-0.6280564475064643,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16180902546952325,-0.05143084687238992,0.8326960272433276,-0.2871996575163462,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.13976442607874387,0.2135192377891761,0.8002978808657578,-1.630624706063352,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16546362681461044,0.20306124890621183,0.8019917111213203,0.7751596291654681,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16546362681461044,0.20306124890621183,0.8019917111213203,0.7751596291654681,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.14776855819751594,-0.045690427932416594,0.8224971511994172,-2.833017129573895,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.16018517666728696,-0.053527272704588215,0.8339372769940986,1.1193479637842532,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14142864231529004,0.21245167453260252,0.8007297864874803,-1.630624706063352,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16226138071341298,0.2021510503993609,0.8019917111213203,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16226138071341298,0.2021510503993609,0.8019917111213203,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15106335665229556,-0.046339999701985574,0.8243413803798657,-2.833017129573895,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15692063024983194,-0.054554367792670075,0.8339372769940986,0.7515201398808538,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
